question_index,question,llm_answer,gt_answer,is_correct,context_tokens
896,"Theo tài liệu, thành phần nào trong chứng chỉ số đóng vai trò ký để đảm bảo tính xác thực và toàn vẹn?",C,C,✓,2238
897,Tóm tắt các nội dung chính của văn bản về Apache Kafka.,A,A,✓,1592
898,Tóm tắt các bước cài đặt SQL Server 2022,D,D,✓,1141
899,"Qua các dạng phần mềm độc hại được trình bày (virus, sâu, trojan, backdoor, rootkit, spyware, adware, zombie, bom logic…), có thể rút ra nhận định tổng quan nào về đặc điểm chung của phần mềm độc hại?",B,B,✓,1797
900,"Trong cấu trúc tệp BMP, phần nào có kích thước 14 byte và lưu trữ thông tin tổng quát về tệp hình ảnh bitmap?",B,B,✓,1780
901,"Khi muốn tạo một nhóm làm việc mới trên Tableau, bước cuối cùng mà người dùng cần thực hiện là gì?",B,B,✓,1316
902,"Theo tài liệu, MD5 tạo chuỗi giá trị băm 128 bit, SHA1 tạo chuỗi 160 bit. Nếu một ứng dụng yêu cầu độ dài băm tối thiểu 160 bit để đảm bảo an toàn, hệ quả nào có thể xảy ra nếu vẫn sử dụng MD5 thay vì SHA1?",B,B,✓,2857
903,"Nội dung chính của tài liệu “Trí tuệ nhân tạo trong kế toán, kiểm toán” là gì?",A,A,✓,3806
904,"Hãy xác định (i) hai phương pháp phát hiện tấn công thường được sử dụng trong IDS, và (ii) nhược điểm của mỗi phương pháp.
",B,"C,D",✗,2133
905,"Nếu một công ty thương mại điện tử muốn phân tích xu hướng mua hàng trong nhiều năm mà dữ liệu giao dịch chứa nhiều bản ghi trùng lặp, bước nào trong ETL sẽ quan trọng nhất để giải quyết vấn đề này?",B,B,✓,1160
906,"Nếu AI không được áp dụng trong giáo dục, điều gì có thể xảy ra với khả năng tiếp cận giáo dục của học sinh ở vùng sâu vùng xa?",B,B,✓,2444
907,"Theo văn bản, những đặc điểm nào sau đây phản ánh tính phân tán nổi bật của Git?",A,"A,B",✗,2405
908,"Qua quá trình cấp và sử dụng chứng chỉ số trong PKI được mô tả, những điểm rút ra chính nào có thể được xác định?",B,B,✓,2282
909,Các thành phần chính của SQL Server là gì?,B,B,✓,1892
910,Kubernetes được Google mở mã nguồn từ khi nào?,"B,C,D",C,✗,2360
911,Vai trò của an toàn thông tin trong bối cảnh chuyển đổi số và các mối đe dọa mạng gia tăng được thể hiện rõ nhất ở khả năng bảo vệ dữ liệu và đảm bảo hoạt động liên tục?,C,C,✓,2770
912,"Theo tài liệu Public_178, đặc điểm nào sau đây không phải của một dự án?",C,C,✓,1218
913,"Trong các giao thức con của SSL/TLS, giao thức nào đảm nhiệm việc tạo đường hầm an toàn để vận chuyển dữ liệu, đảm bảo tính bí mật và toàn vẹn?",C,C,✓,2184
914,Các bước chính để implement transactional outbox pattern theo tài liệu là gì?,A,A,✓,1305
915,Thông tư Public_257 quy định những yêu cầu kỹ thuật nào đối với phần mềm ký số và phần mềm kiểm tra chữ ký số?,A,A,✓,1854
916,"Để đạt được Mục tiêu Phát triển Bền vững số 6 (SDG 6) về nước sạch và vệ sinh vào năm 2030, những yếu tố nào cần được tăng cường, và chúng đóng vai trò gì?",A,A,✓,2558
917,"Phân biệt 'Học kì' và 'Kì học' trong hệ thống quản lý đào tạo; mô tả mô hình khóa dữ liệu hợp lí cho các thực thể liên quan, và phân tích hệ quả của mô hình này đối với các ràng buộc trong việc xếp lịch học.",C,C,✓,3557
918,"Theo tài liệu, phát hiện bất thường có thể tạo ra nhiều báo động giả, còn phát hiện dựa trên chữ ký lại không phát hiện được tấn công chưa có mẫu. Nếu một tổ chức muốn giảm thiểu cả hai hạn chế này, giải pháp hợp lý nhất là gì?



",C,C,✓,2180
919,"Trong Git, đâu là mô tả đầy đủ và chính xác nhất về mối quan hệ giữa Branch, Merge, và Master theo văn bản?",B,B,✓,1508
920,"Theo hướng dẫn trong tài liệu, để đăng nhập tài khoản Tableau người dùng cần truy cập vào địa chỉ nào?",A,A,✓,1298
921,"Nếu một hệ thống vẫn sử dụng DES với khóa hiệu dụng 56 bit trong bối cảnh tốc độ tính toán ngày nay đã tăng nhanh, nguy cơ nào là hiện hữu nhất?",C,C,✓,2593
922,"Nếu khách hàng không xác thực OTP trong vòng 72 giờ, trạng thái yêu cầu sẽ được hệ thống cập nhật như thế nào?",C,C,✓,1214
923,"Hãy xác định  số lượng vùng trong hạ tầng CNTT được mô tả trong tài liệu và nêu tên một nguy cơ điển hình của vùng WAN.

",C,C,✓,2165
924,Có mấy bước cài đặt Driver Nvidia sử dụng Repository chuẩn theo phương pháp cài đặt qua dòng lệnh,B,B,✓,2208
925,"Khi xác định phạm vi tự động hóa, cần chú ý những yếu tố nào?",D,"A,B,D",✗,3180
926,"Theo tài liệu Public_174, trong các bước ETL, hoạt động nào chịu trách nhiệm làm sạch, chống trùng lặp và chuẩn hóa dữ liệu?",B,B,✓,1786
927,"Qua các phần hướng dẫn trong tài liệu, có thể rút ra nhận định tổng quan nào về quy trình sử dụng Tableau cơ bản?",B,B,✓,1560
928,"Trong các marker của ảnh JPEG, marker nào có giá trị 0xFF 0xD9 và có chức năng đánh dấu kết thúc ảnh?",D,D,✓,1940
929,"Trong Phụ lục II, tiêu chí nào xác định tính toàn vẹn của thông điệp dữ liệu đã ký số?",B,B,✓,2772
930,"Theo tài liệu, Tableau nhấn mạnh việc hiểu rõ kiểu dữ liệu của từng trường (Number, String, Date, Boolean, Geographic Role). Nếu một trường ngày tháng bị gán sai kiểu dữ liệu thành String, hậu quả nào dễ xảy ra nhất?",B,B,✓,2362
931,"Theo tài liệu, mô hình “Phòng vệ theo chiều sâu” (Defence in Depth) cho thấy nguyên tắc quan trọng nào khi thiết kế hệ thống an toàn thông tin?

",B,B,✓,2720
932,"Qua phân tích trong tài liệu, có thể rút ra nhận định tổng quan nào về đặc điểm của các lỗ hổng bảo mật?

",B,B,✓,2166
933,"Theo mô hình PGP đảm bảo cả tính bí mật và xác thực, nếu bên gửi không ký thông điệp trước khi mã hóa, hệ quả nào có thể xảy ra?",A,A,✓,2140
934,Các bước cơ bản trong quy trình phân tích rủi ro an toàn mạng?,C,C,✓,1794
935,"Theo mô tả trong tài liệu Public_183, outbox_table mang lại những lợi ích nào?",B,"A,B,C",✗,1080
936,"Hãy xác định kỹ thuật tấn công DoS phổ biến thường được đề cập trong tài liệu, và  biện pháp phòng chống cơ bản cho tấn công SYN Flood.",B,"B,C",✗,2488
937,Các tính năng chính của Oracle Database là gì?,D,D,✓,1994
938,"Hãy xác định (i) một số luật tội phạm máy tính ở Mỹ, và (ii) một số luật về sự riêng tư cũng tại Mỹ được nêu trong tài liệu.

",A,"A,C",✗,3837
939,"Giá trị ""50 4E 47"" trong ảnh  PNG có mục đích gì ",C,C,✓,2405
940,"Trong case notification-service, nếu chỉ có một relay publisher chung cho tất cả channel (sms, email, voice call) thay vì tách riêng, rủi ro lớn nhất là gì?",B,B,✓,2853
941,Nội dung cốt lõi của tài liệu Public_199 có tiêu đề “Máy tính lượng tử” là gì?,A,A,✓,1785
942,Khi mô tả hệ thống bằng ngôn ngữ tự nhiên thì ta cần thực hiện bao nhiêu bước,C,C,✓,2729
943,"Qua các nội dung được trình bày, có thể rút ra nhận định tổng quan nào về vai trò của tường lửa và IDS/IPS trong bảo mật hệ thống?
",A,A,✓,2446
944,"Theo tài liệu Public_163, phiên bản chính thức mới nhất của SSL và TSL được phát hành vào những năm nào?",B,B,✓,1965
945,"Theo tài liệu Public_178, dự án được xem là thành công và thất bại dựa trên những tiêu chí nào?",D,D,✓,2140
946,Bước đầu tiên của quá trình khởi tạo phiên làm việc giữa SSL Client và SSL Server là gì,C,C,✓,2066
947,RPA (Robotic Process Automation) khác với AI ở điểm nào?,A,A,✓,4373
948,Tóm tắt các bước cài đặt thủ công driver chính thức từ Nvidia.com cho card đồ họa trên hệ điều hành Windows.,C,C,✓,2474
949,"Trong các công ty kiểm toán Big4, công nghệ AI tiêu biểu nào đã được áp dụng, và lợi ích thực tế mà nó mang lại là gì?",A,A,✓,3886
950,Tóm tắt cách MongoDB lưu trữ dữ liệu,D,D,✓,1261
951,Độ dài khóa tối thiểu của thuật toán RSA theo quy định là bao nhiêu bit?,B,B,✓,2336
952,"Theo tài liệu Public_199, đâu là thách thức và cơ hội lớn nhất của Mô hình Ngôn ngữ Lớn (MTLT) lần lượt?",A,A,✓,2125
953,"Theo tài liệu Public_254, giấu tin trong ảnh được định nghĩa như thế nào?",C,C,✓,1465
954,Tóm tắt cách tạo bảng 'Cán bộ quản lý mới' theo hướng dẫn trong tài liệu Public_190.,"A,B,C,D",C,✗,1462
955,Thực thể nào không tham gia mô hình tương tác giữa các thực thể tham gia thực hiện SET,A,A,✓,2889
956,Các nhóm linh kiện điện tử cơ bản được đề cập trong tài liệu gồm những nhóm nào?,A,A,✓,2952
957,"Qua mô tả trong tài liệu, có thể rút ra nhận định tổng quan nào về vai trò của IDS/IPS trong an toàn mạng?

",B,B,✓,1966
958,"Dựa trên nội dung của tài liệu Public_170, nhận định tổng quan nào có thể được rút ra về quy trình sử dụng Tableau cơ bản hiệu quả?",B,B,✓,1092
959,Sâu Nimda có điểm đặc biệt gì trong phương thức lây lan?,C,C,✓,2656
960,"Qua toàn bộ các phần trình bày trong tài liệu, có thể rút ra nhận định tổng quan nào về các giao thức SSL/TLS, SET và PGP?",A,A,✓,1760
961,"Nếu phải tóm tắt toàn bộ nội dung tài liệu “Sử dụng công cụ AI thiết kế học liệu điện tử” trong một câu, ý nào phản ánh đúng nhất?",A,A,✓,1818
962,"Trong Git, hành động nào bắt buộc phải thực hiện trước Commit để thay đổi có thể được lưu trữ vào lịch sử dự án?",B,B,✓,1450
963,"Nếu một giảng đường bị sự cố hỏng thiết bị, ai có trách nhiệm xử lý báo cáo này trong hệ thống?",C,C,✓,1662
964,"Trong layer ứng dụng mà MongoDB hoạt động, Front end và Back end là gì?",C,C,✓,2793
965,Hệ thống PLATO được phát triển vào thập niên nào?,A,B,✗,2273
966,"Nếu DoS kéo dài mà không phòng chống, nó có thể gây ra những hậu quả cụ thể nào?",A,A,✓,2266
967,"Hãy xác định ba tác giả của giải thuật RSA và năm phát minh RSA.



",A,A,✓,2982
968,"Theo văn bản, Flutter có những ưu điểm gì khi so sánh với các framework khác, và đồng thời nó còn tồn tại những hạn chế nào?",A,"A,D",✗,1973
969,Nút “Kết xuất excel” trong màn hình Quản lý KH CusID có quy tắc hoạt động ra sao?,B,B,✓,1325
970,"Khái niệm “tấn công” trong an toàn thông tin được hiểu là gì?
",C,C,✓,2365
971,"Theo tài liệu Public_163, phiên bản TLS nào được sử dụng rộng rãi nhất?",C,C,✓,1402
972,Nêu một thành phần thuộc Storage Engine hoặc Query Processor trong Database Engine.,A,B,✗,3302
973,Transactional outbox pattern giải quyết triệt để vấn đề nào liên quan đến việc đảm bảo tính nguyên tử (atomicity) giữa cập nhật cơ sở dữ liệu cục bộ và gửi thông báo/sự kiện trong giao dịch phân tán?,B,B,✓,1305
974,Ưu điểm nổi bật của GraphQL so với REST trong việc lấy dữ liệu từ server là gì?,A,A,✓,1886
975,"Nếu sau khi cấu hình tài khoản SIP Account trên Zoiper mà phần mềm không báo trạng thái online, bước hợp lý nhất cần làm là gì?",B,B,✓,2744
976,Những yếu tố nào thường gây ảnh hưởng đến hiệu năng của hệ thống?,B,"A,B,D",✗,2186
977,"Trong tài liệu Public_197, đâu là một lợi ích của AI đối với học sinh và một thách thức của AI đối với nhà trường?",A,A,✓,2241
978,"Theo chu trình Plan-Do-Check-Act của ISO/IEC 27001:2005, nếu một tổ chức đã thực hiện các bước đánh giá rủi ro, lựa chọn biện pháp kiểm soát và thực thi kế hoạch xử lý rủi ro, thì bước tiếp theo hợp lý nhất là gì?
",A,A,✓,2753
979,Tài liệu `Public_200` mô tả chi tiết gì về phương pháp Deloitte đã sử dụng để xây dựng và quản lý một cơ sở dữ liệu rủi ro lớn như một cơ sở dữ liệu chứa 10.000 trường hợp rủi ro?,B,A,✗,3861
980,Logic mờ (Fuzzy logic) được áp dụng trong kiểm toán nhằm mục đích chính nào?,A,A,✓,4450
981,Broker trong Kafka có vai trò gì?,C,C,✓,1672
982,Vì sao phần mềm ký số và kiểm tra chữ ký số cần hỗ trợ dấu thời gian trên thông điệp dữ liệu?,B,B,✓,2944
983,"Theo tài liệu, loại vi rút nào lây nhiễm vào cung khởi động (boot sector) của đĩa?


",C,C,✓,2585
984,Khái quát các trường hợp sử dụng của MongoDB,D,D,✓,3013
985,Điểm khác biệt cơ bản giữa Luật và Chính sách được tài liệu nêu là gì?,B,B,✓,1480
986,"Nếu dự án liên tục thay đổi yêu cầu nhưng không có cơ chế kiểm soát, hệ quả là gì?",B,B,✓,2774
987,"Theo thống kê trong tài liệu `Public_153`, lỗ hổng nghiêm trọng cao chiếm 35%, trung bình 55% và thấp 10%. Dựa trên tài liệu này, nếu một tổ chức bỏ qua việc khắc phục các lỗ hổng trung bình, điều này tiềm ẩn nguy cơ gì?",B,B,✓,1689
988,"Theo tài liệu Public_174, Hồ dữ liệu (Data Lake) cho phép lưu trữ dữ liệu có cấu trúc và không có cấu trúc, và nó hỗ trợ những phương pháp phân tích nào?",A,A,✓,1461
989,Tóm tắt Kubectl trên Windows,B,B,✓,2778
990,"GraphQL cung cấp khái niệm query để mô tả yêu cầu dữ liệu và schema để định nghĩa cấu trúc API, vậy mỗi thành phần này có vai trò chính là gì?",B,B,✓,1886
