index,question,intent,question_gen
179,Sinh mô tả ảnh thuộc vào dạng RNN nào?,tra_cuu,Mô hình RNN nào phù hợp với bài toán tạo nhiều mô tả cho một ảnh?
180,"Theo tài liệu Public_038, câu output của mô hình seq2seq sẽ có thêm mấy token và đó là những token nào?",tra_cuu,"Theo tài liệu Public_038, mô hình seq2seq sẽ thêm bao nhiêu từ để đánh dấu sự bắt đầu và kết thúc của caption, và đó là những từ nào?"
181,"Trong bối cảnh dịch máy, đâu là cách hiểu ""sản phẩm trung gian"" phù hợp với seq2seq?",tra_cuu,"Trong mô hình seq2seq, context vector được lấy từ đâu và có vai trò gì trong quá trình dịch câu?"
183,Đâu không phải là một ứng dụng của GAN được nêu trong phần đầu tiên của tài liệu Public_039?,tra_cuu,Ứng dụng nào dưới đây không được đề cập trong phần mô tả về GAN trong tài liệu Public_039?
184,GAN là viết tắt của?,tra_cuu,GAN được định nghĩa là gì trong lĩnh vực mô hình sinh?
185,"GAN gồm bao nhiêu thành phần mạng và tên gọi của chúng, theo đúng thuật ngữ, là?",tra_cuu,GAN bao gồm mấy mạng và chúng được gọi là gì?
186,Tóm tắt cách hoạt động của GAN?,tra_cuu,Cách hoạt động của GAN dựa trên sự tương tác của hai thành phần nào?
187,Đâu là một ví dụ được coi là tương đồng với cách thức huấn luyện của GAN?,tra_cuu,Một ví dụ nào thể hiện sự tương tự với phương pháp huấn luyện của GAN?
188,Khác biệt về kiến trúc của DCGAN và GAN?,tra_cuu,Cấu trúc đặc trưng nào phân biệt Generator trong DCGAN so với các mô hình GAN thông thường?
189,Input của Generator trong mạng tạo sinh đối kháng (GAN) là gì?,tra_cuu,Đầu vào của mô hình sinh dữ liệu trong GAN là gì?
190,Kích thước ảnh của CIFAR-10 và Fashion-MNIST là gì?,tra_cuu,Kích thước của các bức ảnh trong bộ dữ liệu CIFAR-10 là bao nhiêu?
191,Điểm chung giữa DCGAN và Conditional GAN là?,tra_cuu,Điểm khác biệt chính giữa DCGAN và Conditional GAN là gì?
192,"Đâu là yếu tố tạo nên ""Conditional"" trong Conditional GAN?",tra_cuu,Yếu tố nào cho phép kiểm soát loại hình ảnh được tạo ra trong Conditional GAN?
193,Logistic regression có đầu ra là gì?,tra_cuu,Đầu ra của mô hình logistic regression được tính bằng hàm nào?
194,Đâu là công thức của sigmoid?,tra_cuu,"Hàm nào đảm bảo giá trị luôn nằm trong khoảng [0,1]?"
195,"Hàm mất mát Cross-Entropy biến thiên ra sao khi nhãn thực y_i lần lượt là 1 và 0, ứng với các giá trị xác suất dự đoán p_i?",tra_cuu,"Hàm mất mát binary crossentropy thay đổi ra sao khi nhãn thực y_i lần lượt là 1 và 0, tương ứng với các giá trị dự đoán p_i?"
198,Mô hình neural network lấy cảm hứng từ?,tra_cuu,Mô hình mạng nơ-ron dựa trên cảm hứng từ yếu tố nào?
199,"Neural network bắt chước toàn bộ cơ chế hoạt động của hệ thần kinh, đúng hay sai?",tra_cuu,"Neural network được lấy cảm hứng từ cấu trúc nào trong cơ thể sống, đúng hay sai?"
201,Bài toán về toán tử bit nào là minh chứng cho việc cần xây dựng nhiều hơn một lớp ẩn?,tra_cuu,Bài toán nào cho thấy việc thêm một lớp ẩn vào mô hình có thể giúp giải quyết vấn đề phức tạp hơn?
202,"Theo tài liệu Public_042, vì sao lại nên dùng hàm kích hoạt phi tuyến (non-linear activation)?",tra_cuu,Tại sao hàm activation phi tuyến lại quan trọng trong mạng nơ-ron?
203,Hệ màu RGB biểu diễn tất cả các màu khả kiến dưới dạng tổ hợp của ba màu gì?,tra_cuu,Hệ màu RGB sử dụng ba màu chính nào để tạo ra các màu khác nhau?
204,Tensor được chuyên dùng để mô tả dữ liệu theo mấy chiều,tra_cuu,Tensor được sử dụng để mô tả dữ liệu ở bao nhiêu chiều?
205,Một pixel của ảnh xám có thể nhận giá trị tối thiểu và tối đa lần lượt là?,tra_cuu,Giá trị tối thiểu và tối đa của một pixel trong ảnh xám lần lượt là bao nhiêu?
206,Phép tích chập (convolution) gồm ba yếu tố chính là kernel và hai thành phần nào?,tra_cuu,Các yếu tố chính trong phép tích chập là bộ lọc và thành phần nào khác?
207,"Sử dụng công thức quy đổi RGB sang ảnh xám (p = 0.299 * r + 0.587 * g + 0.114 * b, làm tròn tới hàng đơn vị) được đề cập trong tài liệu Public_043, hãy xác định giá trị pixel ảnh xám ứng với pixel ảnh RGB (100, 10, 1).",tinh_toan,"Khi chuyển đổi từ ảnh màu sang ảnh xám, công thức nào được sử dụng để tính giá trị pixel ảnh xám?"
208,Đâu là vấn đề trong xử lý ảnh mà CNN giải quyết tốt hơn so với các mạng nơ-ron truyền thống?,tra_cuu,Ý tưởng nào trong cấu trúc của mạng CNN giúp giảm khối lượng tính toán so với mạng nơ-ron truyền thống?
209,Pooling layer được thiết kế để?,tra_cuu,Lớp pooling có tác dụng gì trong việc xử lý dữ liệu?
210,Pooling layer của VGG16 có kích thước ra sao và hàm pool là?,tra_cuu,Kích thước của layer pooling trong mạng VGG16 là bao nhiêu và loại hàm pooling được sử dụng là gì?
213,"Theo tài liệu Public_045, điểm chung của Transfer learning và data augmentation là gì?",tra_cuu,Câu hỏi: Kỹ thuật nào được sử dụng để tạo ra dữ liệu huấn luyện từ dữ liệu hiện có?
214,"Theo tài liệu Public_045, đâu không phải là một hình thức data augmentation cho ảnh?",tra_cuu,"Theo tài liệu Public_045, hình thức nào sau đây không thuộc về kỹ thuật tăng cường dữ liệu cho hình ảnh?"
216,"Trường hợp nào sau đây được đề xuất sử dụng Finetuning hơn là Feature extractor?
I. Dữ liệu lớn, khác dữ liệu pretrain
II. Dữ liệu nhỏ, khác dữ liệu pretrain
III. Dữ liệu nhỏ, giống dữ liệu pretrain
IV. Dữ liệu lớn, giống dữ liệu pretrain",tra_cuu,"Trường hợp nào sau đây được khuyến nghị sử dụng phương pháp fine-tuning thay vì phương pháp trích xuất đặc trưng?
I. Dữ liệu lớn, tương tự với dữ liệu đã được huấn luyện trước
II. Dữ liệu nhỏ, tương tự với dữ liệu đã được huấn luyện trước
III. Dữ liệu nhỏ, không giống dữ liệu đã được huấn luyện trước
IV. Dữ liệu lớn, không giống dữ liệu đã được huấn luyện trước"
217,"Theo tài liệu Public_045, đâu không phải là khẳng định đúng giữa Finetuning và Feature extractor?",tra_cuu,"Theo tài liệu Public_045, điều gì khiến fine-tuning đạt được độ chính xác cao hơn so với feature extractor?"
218,Lợi ích chính của vectorization là gì,tra_cuu,Lợi ích chính của việc biểu diễn bài toán dưới dạng vector là gì?
219,"Theo tài liệu Public_046, giá trị p trong dropout thể hiện điều gì?",tra_cuu,"Trong quá trình huấn luyện mô hình, giá trị p trong kỹ thuật dropout biểu thị điều gì?"
220,"Theo tài liệu Public_046, khái niệm tiếng Việt cho bias và variance là gì?",tra_cuu,"Theo tài liệu Public_046, độ lệch và phương sai trong mô hình học máy được hiểu như thế nào?"
222,Một thuật toán gradient descent lấy ra 32 dữ liệu điểm mỗi lần tính đạo hàm thì thuộc loại gradient descent nào?,tra_cuu,Một thuật toán mini-batch gradient descent sẽ sử dụng bao nhiêu dữ liệu điểm cho mỗi lần tính đạo hàm?
223,Input của bài toán object detection là?,tra_cuu,Đầu vào của bài toán phát hiện đối tượng là gì?
224,Vấn đề chính của R-CNN là?,tra_cuu,Hạn chế chính của R-CNN là gì?
228,Bộ dữ liệu được sử dụng trong tài liệu Public_048 có bao nhiêu ảnh?,tra_cuu,Bộ dữ liệu biển số xe máy Việt Nam trong tài liệu chứa tổng cộng bao nhiêu bức ảnh?
233,"Theo tài liệu Public_049, khái niệm được dùng để đại diện tập xác định của một biến là gì?",tra_cuu,Khái niệm nào được sử dụng để mô tả tập hợp các giá trị mà một biến ngẫu nhiên rời rạc có thể nhận?
235,Tên kiểu dữ liệu của ký tự ASCII và ký tự Unicode lần lượt là?,tra_cuu,Tên của bộ mã ký tự cho tiếng Việt và định dạng UTF-8 lần lượt là gì?
236,Đâu không phải khẳng định đúng về các đặc tính của thuật toán được đề cập trong tài liệu Public_049?,tra_cuu,Điều nào sau đây không được đề cập trong mục tiêu của chương về thuật toán trong tài liệu Public_049?
238,"Dựa vào tài liệu Public_050, từ nào điền vào chỗ trống sau: nếu hàm số f(x) bị ... bởi hằng số C nhân với g(x), ta nói f(x) có độ phức tạp O(g(x))?",tra_cuu,"Nếu hàm số f(x) có độ phức tạp là O(g(x)), thì độ phức tạp của f^n(x) là O(...)?"
239,"Theo nguyên tắc tổng, f1(x) + f2(x) có độ phức tạp là?",tinh_toan,"Nếu f1(x) và f2(x) có độ phức tạp lần lượt là O(g1(x)) và O(g2(x)), thì độ phức tạp của f1(x) + f2(x) là gì?"
241,"Theo tài liệu Public_050, bước đầu tiên của quá trình tiếp cận bài toán là gì?",tra_cuu,"Theo quy trình giải quyết vấn đề trên máy tính, bước đầu tiên cần thực hiện là gì?"
243,"Dựa trên tài liệu Public_051, khái niệm nào không thuộc về thuật toán sinh?",tra_cuu,"Dựa trên nội dung của Public_051, thuật toán nào không liên quan đến lược đồ thuật toán giải quyết bài toán tối ưu?"
244,Nội dung của tài liệu Public_051 không bao gồm bài toán nào?,tra_cuu,Nội dung của tài liệu Public_051 không đề cập đến thuật toán nào trong số sau đây?
245,Số hoán vị của N phần tử phân biệt là bao nhiêu và giá trị tương ứng khi N = 3 là?,tinh_toan,Số cách sắp xếp của N phần tử khác nhau là bao nhiêu và giá trị tương ứng khi N = 3 là gì?
246,Đâu là cốt lõi của thuật toán đệ quy?,tra_cuu,Điều kiện nào cần thiết để một bài toán có thể giải bằng phương pháp đệ quy?
247,"Bài toán liệt kê xâu nhị phân độ dài 6 phải trải qua bao nhiêu cấu hình, nếu biết số cấu hình cho độ dài n là 2^n?",tinh_toan,"Bài toán để tạo ra xâu nhị phân kế tiếp từ một xâu bất kỳ cần trải qua bao nhiêu cấu hình, nếu biết rằng xâu cuối cùng sẽ có n số 1?"
249,"Trong bài toán N quân hậu, quân hậu ở hàng thứ i phải thỏa mãn điều gì?",tra_cuu,"Trong thuật toán giải quyết bài toán N quân hậu, điều kiện nào cần kiểm tra để xác định vị trí đặt quân hậu ở hàng thứ i?"
251,"Làm thế nào để áp dụng thuật toán quay lui để duyệt hoặc sinh ra một số tập con K phần tử cụ thể, thay vì duyệt toàn bộ các tập con K phần tử?",tra_cuu,Làm thế nào để sử dụng thuật toán quay lui nhằm liệt kê tất cả các hoán vị của các số từ 1 đến N?
253,Vai trò của sắp xếp đối với hiệu quả của quá trình tìm kiếm dữ liệu là gì?,tra_cuu,Tại sao việc tổ chức và sắp xếp dữ liệu lại quan trọng trong quá trình tìm kiếm thông tin?
254,Cho biết số lượng thuật toán sắp xếp đơn giản được trình bày trong tài liệu Public_053 và tên của chúng?,tra_cuu,Cho biết tên các thuật toán sắp xếp cơ bản được đề cập trong tài liệu Public_053?
255,Độ phức tạp nhỏ nhất của Insertion Sort là?,tra_cuu,Độ phức tạp tốt nhất của thuật toán Quick Sort là bao nhiêu?
257,Đâu không phải một cách chọn khóa (pivot) điển hình trong Quick Sort,tra_cuu,Cách nào dưới đây không phải là phương pháp chọn chốt điển hình trong thuật toán Quick Sort?
258,"Trong heap, chỉ số node con trái và phải của node x lần lượt là? (node gốc có chỉ số 0)",tra_cuu,"Trong cấu trúc Heap, chỉ số của node con trái và con phải của phần tử tại chỉ số i là gì?"
259,Đâu là cấu trúc heap ta nên dùng nếu muốn sắp xếp mảng giảm dần?,tra_cuu,Cấu trúc heap nào được sử dụng để sắp xếp một mảng theo thứ tự giảm dần?
